city,country,path,region,shapers,slug,title,description,name,role,hub,company
Cochabamba,Bolivia,/hubs/cochabamba-hub,Latin America,alvaro marcelo zegarra rivero estefanía valdivia sánchez valeria tejada saavedra nataly daniela ortiz arias gabriel guzman camacho antonio dardo ayala reyed daniela roman tessa henwood-mitchell andrea stambuk adriana jaldin carolina orias fernanda tejada andrea puente andrea barrientos sergio villaroel erika gottlieb daniel ponce gandarillas,cochabamba-hub,Cochabamba Hub,Senior Software Developer,Valeria Tejada Saavedra,None,cochabamba-hub,
Cochabamba,Bolivia,/hubs/cochabamba-hub,Latin America,alvaro marcelo zegarra rivero estefanía valdivia sánchez valeria tejada saavedra nataly daniela ortiz arias gabriel guzman camacho antonio dardo ayala reyed daniela roman tessa henwood-mitchell andrea stambuk adriana jaldin carolina orias fernanda tejada andrea puente andrea barrientos sergio villaroel erika gottlieb daniel ponce gandarillas,cochabamba-hub,Cochabamba Hub,Psychology student,Estefanía Valdivia Sánchez,None,cochabamba-hub,
Cochabamba,Bolivia,/hubs/cochabamba-hub,Latin America,alvaro marcelo zegarra rivero estefanía valdivia sánchez valeria tejada saavedra nataly daniela ortiz arias gabriel guzman camacho antonio dardo ayala reyed daniela roman tessa henwood-mitchell andrea stambuk adriana jaldin carolina orias fernanda tejada andrea puente andrea barrientos sergio villaroel erika gottlieb daniel ponce gandarillas,cochabamba-hub,Cochabamba Hub,Business Administration,Sergio Villaroel,None,cochabamba-hub,
Cochabamba,Bolivia,/hubs/cochabamba-hub,Latin America,alvaro marcelo zegarra rivero estefanía valdivia sánchez valeria tejada saavedra nataly daniela ortiz arias gabriel guzman camacho antonio dardo ayala reyed daniela roman tessa henwood-mitchell andrea stambuk adriana jaldin carolina orias fernanda tejada andrea puente andrea barrientos sergio villaroel erika gottlieb daniel ponce gandarillas,cochabamba-hub,Cochabamba Hub,Lawyer,Alvaro Marcelo Zegarra Rivero,None,cochabamba-hub,
Cochabamba,Bolivia,/hubs/cochabamba-hub,Latin America,alvaro marcelo zegarra rivero estefanía valdivia sánchez valeria tejada saavedra nataly daniela ortiz arias gabriel guzman camacho antonio dardo ayala reyed daniela roman tessa henwood-mitchell andrea stambuk adriana jaldin carolina orias fernanda tejada andrea puente andrea barrientos sergio villaroel erika gottlieb daniel ponce gandarillas,cochabamba-hub,Cochabamba Hub,Chief Executive Officer and Founder @ CityHeroes,Daniel Ponce Gandarillas,Founding Curator,cochabamba-hub, CityHeroes
Coimbatore,India,/hubs/coimbatore-hub,South Asia,vignesh prasanna r akhileswar yaddanapudi ikram shah valivullah shah laxmi thrylokya bhagyalakshmi subramanian balaganesan ajai somasundaram kalaivani shanmugam rakesh choudhary d vasanth niranjan arunachalam soundararajan ashwin nithish j ragulan shekar anmol vij sundaresan sekar nithya nagarathinam arunachalam muruganantham deepika ganesan agilan jagatheesan,coimbatore-hub,Coimbatore Hub,Director and Chairman @ KeyMind Learning India Private Limited,Anmol Vij,Curator,coimbatore-hub, KeyMind Learning India Private Limited
Coimbatore,India,/hubs/coimbatore-hub,South Asia,vignesh prasanna r akhileswar yaddanapudi ikram shah valivullah shah laxmi thrylokya bhagyalakshmi subramanian balaganesan ajai somasundaram kalaivani shanmugam rakesh choudhary d vasanth niranjan arunachalam soundararajan ashwin nithish j ragulan shekar anmol vij sundaresan sekar nithya nagarathinam arunachalam muruganantham deepika ganesan agilan jagatheesan,coimbatore-hub,Coimbatore Hub,Associate Software Engineer,Rakesh Choudhary D,None,coimbatore-hub,
Coimbatore,India,/hubs/coimbatore-hub,South Asia,vignesh prasanna r akhileswar yaddanapudi ikram shah valivullah shah laxmi thrylokya bhagyalakshmi subramanian balaganesan ajai somasundaram kalaivani shanmugam rakesh choudhary d vasanth niranjan arunachalam soundararajan ashwin nithish j ragulan shekar anmol vij sundaresan sekar nithya nagarathinam arunachalam muruganantham deepika ganesan agilan jagatheesan,coimbatore-hub,Coimbatore Hub,Social Entrepreneur and Writer @ Vergal,Nithya Nagarathinam,None,coimbatore-hub, Vergal
Coimbatore,India,/hubs/coimbatore-hub,South Asia,vignesh prasanna r akhileswar yaddanapudi ikram shah valivullah shah laxmi thrylokya bhagyalakshmi subramanian balaganesan ajai somasundaram kalaivani shanmugam rakesh choudhary d vasanth niranjan arunachalam soundararajan ashwin nithish j ragulan shekar anmol vij sundaresan sekar nithya nagarathinam arunachalam muruganantham deepika ganesan agilan jagatheesan,coimbatore-hub,Coimbatore Hub,Founder & CEO,Vignesh Prasanna R,None,coimbatore-hub,
Coimbatore,India,/hubs/coimbatore-hub,South Asia,vignesh prasanna r akhileswar yaddanapudi ikram shah valivullah shah laxmi thrylokya bhagyalakshmi subramanian balaganesan ajai somasundaram kalaivani shanmugam rakesh choudhary d vasanth niranjan arunachalam soundararajan ashwin nithish j ragulan shekar anmol vij sundaresan sekar nithya nagarathinam arunachalam muruganantham deepika ganesan agilan jagatheesan,coimbatore-hub,Coimbatore Hub,Executive Director @ Raaga Cosmetics,Ragulan Shekar,None,coimbatore-hub, Raaga Cosmetics
Coimbatore,India,/hubs/coimbatore-hub,South Asia,vignesh prasanna r akhileswar yaddanapudi ikram shah valivullah shah laxmi thrylokya bhagyalakshmi subramanian balaganesan ajai somasundaram kalaivani shanmugam rakesh choudhary d vasanth niranjan arunachalam soundararajan ashwin nithish j ragulan shekar anmol vij sundaresan sekar nithya nagarathinam arunachalam muruganantham deepika ganesan agilan jagatheesan,coimbatore-hub,Coimbatore Hub,Student,Ikram Shah Valivullah Shah,None,coimbatore-hub,
Coimbatore,India,/hubs/coimbatore-hub,South Asia,vignesh prasanna r akhileswar yaddanapudi ikram shah valivullah shah laxmi thrylokya bhagyalakshmi subramanian balaganesan ajai somasundaram kalaivani shanmugam rakesh choudhary d vasanth niranjan arunachalam soundararajan ashwin nithish j ragulan shekar anmol vij sundaresan sekar nithya nagarathinam arunachalam muruganantham deepika ganesan agilan jagatheesan,coimbatore-hub,Coimbatore Hub,Associate Software Engineer,Vasanth Niranjan Arunachalam Soundararajan,None,coimbatore-hub,
Coimbatore,India,/hubs/coimbatore-hub,South Asia,vignesh prasanna r akhileswar yaddanapudi ikram shah valivullah shah laxmi thrylokya bhagyalakshmi subramanian balaganesan ajai somasundaram kalaivani shanmugam rakesh choudhary d vasanth niranjan arunachalam soundararajan ashwin nithish j ragulan shekar anmol vij sundaresan sekar nithya nagarathinam arunachalam muruganantham deepika ganesan agilan jagatheesan,coimbatore-hub,Coimbatore Hub,CEO,Deepika Ganesan,None,coimbatore-hub,
Coimbatore,India,/hubs/coimbatore-hub,South Asia,vignesh prasanna r akhileswar yaddanapudi ikram shah valivullah shah laxmi thrylokya bhagyalakshmi subramanian balaganesan ajai somasundaram kalaivani shanmugam rakesh choudhary d vasanth niranjan arunachalam soundararajan ashwin nithish j ragulan shekar anmol vij sundaresan sekar nithya nagarathinam arunachalam muruganantham deepika ganesan agilan jagatheesan,coimbatore-hub,Coimbatore Hub,Manager,Agilan Jagatheesan,None,coimbatore-hub,
Coimbatore,India,/hubs/coimbatore-hub,South Asia,vignesh prasanna r akhileswar yaddanapudi ikram shah valivullah shah laxmi thrylokya bhagyalakshmi subramanian balaganesan ajai somasundaram kalaivani shanmugam rakesh choudhary d vasanth niranjan arunachalam soundararajan ashwin nithish j ragulan shekar anmol vij sundaresan sekar nithya nagarathinam arunachalam muruganantham deepika ganesan agilan jagatheesan,coimbatore-hub,Coimbatore Hub,Story strategist,Sundaresan Sekar,None,coimbatore-hub,
Coimbatore,India,/hubs/coimbatore-hub,South Asia,vignesh prasanna r akhileswar yaddanapudi ikram shah valivullah shah laxmi thrylokya bhagyalakshmi subramanian balaganesan ajai somasundaram kalaivani shanmugam rakesh choudhary d vasanth niranjan arunachalam soundararajan ashwin nithish j ragulan shekar anmol vij sundaresan sekar nithya nagarathinam arunachalam muruganantham deepika ganesan agilan jagatheesan,coimbatore-hub,Coimbatore Hub,Proprietor,KALAIVANI SHANMUGAM,None,coimbatore-hub,
Coimbatore,India,/hubs/coimbatore-hub,South Asia,vignesh prasanna r akhileswar yaddanapudi ikram shah valivullah shah laxmi thrylokya bhagyalakshmi subramanian balaganesan ajai somasundaram kalaivani shanmugam rakesh choudhary d vasanth niranjan arunachalam soundararajan ashwin nithish j ragulan shekar anmol vij sundaresan sekar nithya nagarathinam arunachalam muruganantham deepika ganesan agilan jagatheesan,coimbatore-hub,Coimbatore Hub,Programmer Analyst,Ajai Somasundaram,None,coimbatore-hub,
Coimbatore,India,/hubs/coimbatore-hub,South Asia,vignesh prasanna r akhileswar yaddanapudi ikram shah valivullah shah laxmi thrylokya bhagyalakshmi subramanian balaganesan ajai somasundaram kalaivani shanmugam rakesh choudhary d vasanth niranjan arunachalam soundararajan ashwin nithish j ragulan shekar anmol vij sundaresan sekar nithya nagarathinam arunachalam muruganantham deepika ganesan agilan jagatheesan,coimbatore-hub,Coimbatore Hub,Human Resources Executive,Bhagyalakshmi Subramanian Balaganesan,None,coimbatore-hub,
Coimbatore,India,/hubs/coimbatore-hub,South Asia,vignesh prasanna r akhileswar yaddanapudi ikram shah valivullah shah laxmi thrylokya bhagyalakshmi subramanian balaganesan ajai somasundaram kalaivani shanmugam rakesh choudhary d vasanth niranjan arunachalam soundararajan ashwin nithish j ragulan shekar anmol vij sundaresan sekar nithya nagarathinam arunachalam muruganantham deepika ganesan agilan jagatheesan,coimbatore-hub,Coimbatore Hub,Student,Laxmi Thrylokya,None,coimbatore-hub,
Coimbatore,India,/hubs/coimbatore-hub,South Asia,vignesh prasanna r akhileswar yaddanapudi ikram shah valivullah shah laxmi thrylokya bhagyalakshmi subramanian balaganesan ajai somasundaram kalaivani shanmugam rakesh choudhary d vasanth niranjan arunachalam soundararajan ashwin nithish j ragulan shekar anmol vij sundaresan sekar nithya nagarathinam arunachalam muruganantham deepika ganesan agilan jagatheesan,coimbatore-hub,Coimbatore Hub,Graduate,Akhileswar Yaddanapudi,None,coimbatore-hub,
Coimbatore,India,/hubs/coimbatore-hub,South Asia,vignesh prasanna r akhileswar yaddanapudi ikram shah valivullah shah laxmi thrylokya bhagyalakshmi subramanian balaganesan ajai somasundaram kalaivani shanmugam rakesh choudhary d vasanth niranjan arunachalam soundararajan ashwin nithish j ragulan shekar anmol vij sundaresan sekar nithya nagarathinam arunachalam muruganantham deepika ganesan agilan jagatheesan,coimbatore-hub,Coimbatore Hub,Jayashree Industries,Arunachalam Muruganantham,Founding Curator,coimbatore-hub,
Coimbatore,India,/hubs/coimbatore-hub,South Asia,vignesh prasanna r akhileswar yaddanapudi ikram shah valivullah shah laxmi thrylokya bhagyalakshmi subramanian balaganesan ajai somasundaram kalaivani shanmugam rakesh choudhary d vasanth niranjan arunachalam soundararajan ashwin nithish j ragulan shekar anmol vij sundaresan sekar nithya nagarathinam arunachalam muruganantham deepika ganesan agilan jagatheesan,coimbatore-hub,Coimbatore Hub,CEO,Ashwin Nithish J,Founding Curator,coimbatore-hub,
Colombo,Sri Lanka,/hubs/colombo-hub,South Asia,minoli wijetunga umesh moramudali thyagi ruwanpathirana gopiharan perinpam ayushka nugaliyadda sharina bandaranayake gerald dickson sathiyasiva jagoda nishadi sashika liyanage praviinaa raviraj jonathan abeywickrema ramla wahab-salman reihan stephen shehan pathirana harith de mel munira mutaher nilupuli andrahennadi chantal sirisena kithmina hewage krystle reid dineshani hettiarachchi mevan peiris shayani weeresinghe thaji dias sharanya sekaram stephanie siriwardhana anushka wijesinha anoukh de soysa mahina bongso asanga abeyagoonasekera,colombo-hub,Colombo Hub,Financial Analyst @ Brandix Lanka Limited,Krystle Reid,Curator,colombo-hub, Brandix Lanka Limited
Colombo,Sri Lanka,/hubs/colombo-hub,South Asia,minoli wijetunga umesh moramudali thyagi ruwanpathirana gopiharan perinpam ayushka nugaliyadda sharina bandaranayake gerald dickson sathiyasiva jagoda nishadi sashika liyanage praviinaa raviraj jonathan abeywickrema ramla wahab-salman reihan stephen shehan pathirana harith de mel munira mutaher nilupuli andrahennadi chantal sirisena kithmina hewage krystle reid dineshani hettiarachchi mevan peiris shayani weeresinghe thaji dias sharanya sekaram stephanie siriwardhana anushka wijesinha anoukh de soysa mahina bongso asanga abeyagoonasekera,colombo-hub,Colombo Hub,Relationship Manager- Custody and Trustee Services,Jonathan Abeywickrema,None,colombo-hub,
