city,country,path,region,shapers,slug,title,description,name,role,hub,company
Irbid,Jordan,/hubs/irbid-hub,Middle East,ouassila korichi alberto natta,irbid-hub,Irbid Hub,Regional Programme Analyst @ United Nations Development Programme (UNDP),Alberto Natta,None,irbid-hub, United Nations Development Programme (UNDP)
Irbid,Jordan,/hubs/irbid-hub,Middle East,ouassila korichi alberto natta,irbid-hub,Irbid Hub,Private tutor of English,Ouassila Korichi,None,irbid-hub,
Irvine,USA,/hubs/irvine-hub,North America,kayee au jon osterburg kevin huang nithin jilla tim shieh bhavna chadalavada rukesh samarasekera cheryl yu john roberts joy chen francis pedraza sarah mitchell andrew lee,irvine-hub,Irvine Hub,Strategist & High Performance Coach,Bhavna Chadalavada,Curator,irvine-hub,
Irvine,USA,/hubs/irvine-hub,North America,kayee au jon osterburg kevin huang nithin jilla tim shieh bhavna chadalavada rukesh samarasekera cheryl yu john roberts joy chen francis pedraza sarah mitchell andrew lee,irvine-hub,Irvine Hub,VP of Marketing @ Jitasa,Jon Osterburg,None,irvine-hub, Jitasa
Irvine,USA,/hubs/irvine-hub,North America,kayee au jon osterburg kevin huang nithin jilla tim shieh bhavna chadalavada rukesh samarasekera cheryl yu john roberts joy chen francis pedraza sarah mitchell andrew lee,irvine-hub,Irvine Hub,CEO,Francis Pedraza,None,irvine-hub,
Irvine,USA,/hubs/irvine-hub,North America,kayee au jon osterburg kevin huang nithin jilla tim shieh bhavna chadalavada rukesh samarasekera cheryl yu john roberts joy chen francis pedraza sarah mitchell andrew lee,irvine-hub,Irvine Hub,Management Consultant @ CAST Management Consultants,Cheryl Yu,None,irvine-hub, CAST Management Consultants
Irvine,USA,/hubs/irvine-hub,North America,kayee au jon osterburg kevin huang nithin jilla tim shieh bhavna chadalavada rukesh samarasekera cheryl yu john roberts joy chen francis pedraza sarah mitchell andrew lee,irvine-hub,Irvine Hub,Co-Founder/Chief Creative Officer,Kayee Au,None,irvine-hub,
Irvine,USA,/hubs/irvine-hub,North America,kayee au jon osterburg kevin huang nithin jilla tim shieh bhavna chadalavada rukesh samarasekera cheryl yu john roberts joy chen francis pedraza sarah mitchell andrew lee,irvine-hub,Irvine Hub,Sales,Joy Chen,None,irvine-hub,
Irvine,USA,/hubs/irvine-hub,North America,kayee au jon osterburg kevin huang nithin jilla tim shieh bhavna chadalavada rukesh samarasekera cheryl yu john roberts joy chen francis pedraza sarah mitchell andrew lee,irvine-hub,Irvine Hub,Undergraduate,Kevin Huang,None,irvine-hub,
Irvine,USA,/hubs/irvine-hub,North America,kayee au jon osterburg kevin huang nithin jilla tim shieh bhavna chadalavada rukesh samarasekera cheryl yu john roberts joy chen francis pedraza sarah mitchell andrew lee,irvine-hub,Irvine Hub,Executive Director,Nithin Jilla,None,irvine-hub,
Irvine,USA,/hubs/irvine-hub,North America,kayee au jon osterburg kevin huang nithin jilla tim shieh bhavna chadalavada rukesh samarasekera cheryl yu john roberts joy chen francis pedraza sarah mitchell andrew lee,irvine-hub,Irvine Hub,Social Worker,Andrew Lee,None,irvine-hub,
Irvine,USA,/hubs/irvine-hub,North America,kayee au jon osterburg kevin huang nithin jilla tim shieh bhavna chadalavada rukesh samarasekera cheryl yu john roberts joy chen francis pedraza sarah mitchell andrew lee,irvine-hub,Irvine Hub,Compliance Analyst,Sarah Mitchell,None,irvine-hub,
Irvine,USA,/hubs/irvine-hub,North America,kayee au jon osterburg kevin huang nithin jilla tim shieh bhavna chadalavada rukesh samarasekera cheryl yu john roberts joy chen francis pedraza sarah mitchell andrew lee,irvine-hub,Irvine Hub,Storyteller & Changemaker,Rukesh Samarasekera,None,irvine-hub,
Irvine,USA,/hubs/irvine-hub,North America,kayee au jon osterburg kevin huang nithin jilla tim shieh bhavna chadalavada rukesh samarasekera cheryl yu john roberts joy chen francis pedraza sarah mitchell andrew lee,irvine-hub,Irvine Hub,Student,Tim Shieh,None,irvine-hub,
Irvine,USA,/hubs/irvine-hub,North America,kayee au jon osterburg kevin huang nithin jilla tim shieh bhavna chadalavada rukesh samarasekera cheryl yu john roberts joy chen francis pedraza sarah mitchell andrew lee,irvine-hub,Irvine Hub,Co-Founder | CEO,John Roberts,Founding Curator,irvine-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,"Consultant, Youth and Innovation Strategy @ Pakistan Poverty Alleviation Fund",Muhammad Affan Javed,Curator,islamabad-hub, Pakistan Poverty Alleviation Fund
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Social Worker/Youth Activist,Asim Nawaz Abbassi,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Founder and Secretary @ Bahria Medics,Umar Anwar Jahangir,None,islamabad-hub, Bahria Medics
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Chief Executive Officer @ Chefling Tales,Madiha Hamid,None,islamabad-hub, Chefling Tales
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Chief Executive Officer @ DEMO Enterprises,Saad Hamid,None,islamabad-hub, DEMO Enterprises
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,"Visiting Faculty Member, School of Economics",Habib Hassan,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Young Development Fellow,SHOAIB KAHUT,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Photography | Communications Specialist,Mudabbir Maajid,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Founder and Design Strategy Go-To @ The Urban Practice,Javeria Masood,None,islamabad-hub, The Urban Practice
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Staff Officer,Malik Shaheryar Khan,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Research and Development Officer,Zain Umar,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Marketing Executive,Shanza Alam,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Manager IT & Admin,Shaheen Arif,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Civil Engineering student,Haider Asfandiyar,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Head of Insights,Anusheh Naveed Ashraf,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Manager Communications and Outreach,Mavra Bari,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Consultant,Shahmir Hamid,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,CEO,Maryam Kausar,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,CEO,Farhan Khalid,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Director Marketing and Relations,Waqas Naeem,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Senior Coordinator,Madiha Neelam,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Marketing Professional,Haadia Paracha,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,SE4All Consultant,Saadia Qayyum,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Student,Ali Rohan,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,student,Ayesha Safeer,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Serial Entrepreneur,Zeeshan Shafquat,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Delivery Executive,Nosherwan Shahid,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Student,Seerat Zahra,None,islamabad-hub,
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Chief Executive Officer @ Mishal (Private) Limited,Jahangir Amir,Founding Curator,islamabad-hub, Mishal (Private) Limited
Islamabad,Pakistan,/hubs/islamabad-hub,South Asia,ali rohan shahmir hamid shaheen arif saadia qayyum waqas naeem madiha neelam shoaib kahut nosherwan shahid humzah yazdani mavra bari farhan khalid habib hassan zeeshan shafquat zain umar seerat zahra haider asfandiyar anusheh naveed ashraf ayesha safeer shanza alam asim nawaz abbassi maryam kausar muhammad affan javed javeria masood mudabbir maajid madiha hamid haadia paracha umar anwar jahangir malik shaheryar khan saad hamid jahangir amir,islamabad-hub,Islamabad Hub,Legal Counsel,Humzah Yazdani,Founding Curator,islamabad-hub,
Istanbul,Turkey,/hubs/istanbul-hub,Central/Eastern Europe,semih yasar boyaci yasin sert ekrem gürdal do?ukan güngör baris can ustundag ezgi utan ali arat ece bal afsin yurdakul can naiboglu onur türk serhat karahan rina onur sirinoglu ceren Öztulca umit kumcuoglu mehmet koruturk cem onat yılmaz,istanbul-hub,Istanbul Hub,Co-Founder @ Inovatink,Baris Can Ustundag,Curator,istanbul-hub, Inovatink
Istanbul,Turkey,/hubs/istanbul-hub,Central/Eastern Europe,semih yasar boyaci yasin sert ekrem gürdal do?ukan güngör baris can ustundag ezgi utan ali arat ece bal afsin yurdakul can naiboglu onur türk serhat karahan rina onur sirinoglu ceren Öztulca umit kumcuoglu mehmet koruturk cem onat yılmaz,istanbul-hub,Istanbul Hub,Analyst @ The Abraaj Group,Ali Arat,None,istanbul-hub, The Abraaj Group
Istanbul,Turkey,/hubs/istanbul-hub,Central/Eastern Europe,semih yasar boyaci yasin sert ekrem gürdal do?ukan güngör baris can ustundag ezgi utan ali arat ece bal afsin yurdakul can naiboglu onur türk serhat karahan rina onur sirinoglu ceren Öztulca umit kumcuoglu mehmet koruturk cem onat yılmaz,istanbul-hub,Istanbul Hub,Media Research Specialist @ Ipsos Turkey,Ece Bal,None,istanbul-hub, Ipsos Turkey
Istanbul,Turkey,/hubs/istanbul-hub,Central/Eastern Europe,semih yasar boyaci yasin sert ekrem gürdal do?ukan güngör baris can ustundag ezgi utan ali arat ece bal afsin yurdakul can naiboglu onur türk serhat karahan rina onur sirinoglu ceren Öztulca umit kumcuoglu mehmet koruturk cem onat yılmaz,istanbul-hub,Istanbul Hub,Associate @ EarlyBird Venture Capital,Serhat Karahan,None,istanbul-hub, EarlyBird Venture Capital
Istanbul,Turkey,/hubs/istanbul-hub,Central/Eastern Europe,semih yasar boyaci yasin sert ekrem gürdal do?ukan güngör baris can ustundag ezgi utan ali arat ece bal afsin yurdakul can naiboglu onur türk serhat karahan rina onur sirinoglu ceren Öztulca umit kumcuoglu mehmet koruturk cem onat yılmaz,istanbul-hub,Istanbul Hub,Istanbul Rep. Office @ Genii Capital,Mehmet Koruturk,None,istanbul-hub, Genii Capital
Istanbul,Turkey,/hubs/istanbul-hub,Central/Eastern Europe,semih yasar boyaci yasin sert ekrem gürdal do?ukan güngör baris can ustundag ezgi utan ali arat ece bal afsin yurdakul can naiboglu onur türk serhat karahan rina onur sirinoglu ceren Öztulca umit kumcuoglu mehmet koruturk cem onat yılmaz,istanbul-hub,Istanbul Hub,Corporate Affairs Executive @ Philip Morris International,Can Naiboglu,None,istanbul-hub, Philip Morris International
Istanbul,Turkey,/hubs/istanbul-hub,Central/Eastern Europe,semih yasar boyaci yasin sert ekrem gürdal do?ukan güngör baris can ustundag ezgi utan ali arat ece bal afsin yurdakul can naiboglu onur türk serhat karahan rina onur sirinoglu ceren Öztulca umit kumcuoglu mehmet koruturk cem onat yılmaz,istanbul-hub,Istanbul Hub,Co-Founder @ Peak Games,Rina Onur Sirinoglu,None,istanbul-hub, Peak Games
Istanbul,Turkey,/hubs/istanbul-hub,Central/Eastern Europe,semih yasar boyaci yasin sert ekrem gürdal do?ukan güngör baris can ustundag ezgi utan ali arat ece bal afsin yurdakul can naiboglu onur türk serhat karahan rina onur sirinoglu ceren Öztulca umit kumcuoglu mehmet koruturk cem onat yılmaz,istanbul-hub,Istanbul Hub,"Founder @ Innovation&Dream Lab, Istanbul Bilgi University",Ceren Öztulca,None,istanbul-hub," Innovation&Dream Lab, Istanbul Bilgi University"
Istanbul,Turkey,/hubs/istanbul-hub,Central/Eastern Europe,semih yasar boyaci yasin sert ekrem gürdal do?ukan güngör baris can ustundag ezgi utan ali arat ece bal afsin yurdakul can naiboglu onur türk serhat karahan rina onur sirinoglu ceren Öztulca umit kumcuoglu mehmet koruturk cem onat yılmaz,istanbul-hub,Istanbul Hub,Co-Founder @ Bavulier,Onur Türk,None,istanbul-hub, Bavulier
Istanbul,Turkey,/hubs/istanbul-hub,Central/Eastern Europe,semih yasar boyaci yasin sert ekrem gürdal do?ukan güngör baris can ustundag ezgi utan ali arat ece bal afsin yurdakul can naiboglu onur türk serhat karahan rina onur sirinoglu ceren Öztulca umit kumcuoglu mehmet koruturk cem onat yılmaz,istanbul-hub,Istanbul Hub,International News Anchor @ Haberturk News Network,Afsin Yurdakul,None,istanbul-hub, Haberturk News Network
Istanbul,Turkey,/hubs/istanbul-hub,Central/Eastern Europe,semih yasar boyaci yasin sert ekrem gürdal do?ukan güngör baris can ustundag ezgi utan ali arat ece bal afsin yurdakul can naiboglu onur türk serhat karahan rina onur sirinoglu ceren Öztulca umit kumcuoglu mehmet koruturk cem onat yılmaz,istanbul-hub,Istanbul Hub,Co-Founder,Semih Yasar Boyaci,None,istanbul-hub,
Istanbul,Turkey,/hubs/istanbul-hub,Central/Eastern Europe,semih yasar boyaci yasin sert ekrem gürdal do?ukan güngör baris can ustundag ezgi utan ali arat ece bal afsin yurdakul can naiboglu onur türk serhat karahan rina onur sirinoglu ceren Öztulca umit kumcuoglu mehmet koruturk cem onat yılmaz,istanbul-hub,Istanbul Hub,Marketing Communication Manager,Do?ukan Güngör,None,istanbul-hub,
Istanbul,Turkey,/hubs/istanbul-hub,Central/Eastern Europe,semih yasar boyaci yasin sert ekrem gürdal do?ukan güngör baris can ustundag ezgi utan ali arat ece bal afsin yurdakul can naiboglu onur türk serhat karahan rina onur sirinoglu ceren Öztulca umit kumcuoglu mehmet koruturk cem onat yılmaz,istanbul-hub,Istanbul Hub,Data Analyst,Ekrem Gürdal,None,istanbul-hub,
Istanbul,Turkey,/hubs/istanbul-hub,Central/Eastern Europe,semih yasar boyaci yasin sert ekrem gürdal do?ukan güngör baris can ustundag ezgi utan ali arat ece bal afsin yurdakul can naiboglu onur türk serhat karahan rina onur sirinoglu ceren Öztulca umit kumcuoglu mehmet koruturk cem onat yılmaz,istanbul-hub,Istanbul Hub,Undergraduate,Yasin Sert,None,istanbul-hub,
Istanbul,Turkey,/hubs/istanbul-hub,Central/Eastern Europe,semih yasar boyaci yasin sert ekrem gürdal do?ukan güngör baris can ustundag ezgi utan ali arat ece bal afsin yurdakul can naiboglu onur türk serhat karahan rina onur sirinoglu ceren Öztulca umit kumcuoglu mehmet koruturk cem onat yılmaz,istanbul-hub,Istanbul Hub,Co-Founder,ezgi utan,None,istanbul-hub,
